[4.0014151  4.49195032]
[3.90844349 4.32446852]
[3.81109486 4.18619535]
[3.7171787  4.05588404]
[3.62366853 3.94032006]
[3.5313451  3.83884952]
[3.43934248 3.74916446]
[3.35411576 3.65682775]
[3.26953672 3.57880633]
[3.18929906 3.5015387 ]
[3.1129741  3.42791026]
[3.03977054 3.35253806]
[2.96780528 3.29094294]
[2.89849128 3.23214922]
[2.83249141 3.17466078]
[2.76616263 3.13512703]
[2.70691217 3.07308516]
[2.64707184 3.02598531]
[2.5906756  2.97608828]
[2.53885945 2.92140372]
[2.48583022 2.88250533]
[2.43452773 2.84533775]
[2.38886409 2.79064485]
[2.34313031 2.75233184]
[2.29793328 2.71196402]
[2.25431537 2.68130577]
[2.21174637 2.65364123]
[2.17255104 2.61535347]
[2.13270923 2.58651756]
[2.09467786 2.56050723]
[2.05736971 2.53261276]
[2.02236279 2.50146038]
[1.98795081 2.47401882]
[1.95431579 2.45782667]
[1.92225947 2.43193333]
[1.89202692 2.40848205]
[1.86186947 2.38350244]
[1.83236314 2.36473615]
[1.80438555 2.34056136]
[1.77599468 2.32513494]
[1.75055126 2.29342772]
[1.72456591 2.27909566]
[1.69931782 2.25799226]
[1.67477517 2.23895758]
[1.65134113 2.21997781]
[1.62796554 2.2072097 ]
[1.60527464 2.18367945]
[1.58312995 2.165474  ]
[1.56140646 2.157284  ]
[1.54076318 2.14447886]
[1.5211342  2.12199418]
