[0.27565935 0.72434065]
[0.30843525 0.69156475]
[0.33119021 0.66880979]
[0.34157251 0.65842749]
[0.35136606 0.64863394]
[0.35843734 0.64156266]
[0.36185283 0.63814717]
[0.36211815 0.63788185]
[0.35442219 0.64557781]
[0.3546575 0.6453425]
[0.35269918 0.64730082]
[0.35069781 0.64930219]
[0.35185484 0.64814516]
[0.34723599 0.65276401]
[0.33831254 0.66168746]
[0.33341583 0.66658417]
[0.32961377 0.67038623]
[0.32332133 0.67667867]
[0.32033475 0.67966525]
[0.31710427 0.68289573]
[0.3119392 0.6880608]
[0.31293431 0.68706569]
[0.31315074 0.68684926]
[0.31543846 0.68456154]
[0.31117449 0.68882551]
[0.30474327 0.69525673]
[0.30080488 0.69919512]
[0.29729879 0.70270121]
[0.29413016 0.70586984]
[0.28892687 0.71107313]
[0.28531108 0.71468892]
[0.282035 0.717965]
[0.2793748 0.7206252]
[0.27477921 0.72522079]
[0.2699459 0.7300541]
[0.26504547 0.73495453]
[0.26405536 0.73594464]
[0.26102727 0.73897273]
[0.25855608 0.74144392]
[0.25446256 0.74553744]
[0.25311622 0.74688378]
[0.25246376 0.74753624]
[0.25311836 0.74688164]
[0.25000511 0.74999489]
[0.24761096 0.75238904]
[0.24560804 0.75439196]
[0.24334831 0.75665169]
[0.24198981 0.75801019]
[0.23761292 0.76238708]
[0.2398406 0.7601594]
[0.23656417 0.76343583]
