[0.27961429 0.72038571]
[0.32793265 0.67206735]
[0.34386247 0.65613753]
[0.36297977 0.63702023]
[0.3681274 0.6318726]
[0.36479137 0.63520863]
[0.36341606 0.63658394]
[0.3568464 0.6431536]
[0.35546161 0.64453839]
[0.35359457 0.64640543]
[0.35240532 0.64759468]
[0.34803334 0.65196666]
[0.3462997 0.6537003]
[0.34248165 0.65751835]
[0.34148914 0.65851086]
[0.34096077 0.65903923]
[0.33299009 0.66700991]
[0.330563 0.669437]
[0.33022343 0.66977657]
[0.32425496 0.67574504]
[0.32259568 0.67740432]
[0.3196948 0.6803052]
[0.3169899 0.6830101]
[0.31208838 0.68791162]
[0.30667898 0.69332102]
[0.30077538 0.69922462]
[0.3002077 0.6997923]
[0.2953371 0.7046629]
[0.2913653 0.7086347]
[0.28911552 0.71088448]
[0.28984618 0.71015382]
[0.28523529 0.71476471]
[0.28369319 0.71630681]
[0.28121598 0.71878402]
[0.28262355 0.71737645]
[0.27957655 0.72042345]
[0.27528102 0.72471898]
[0.27298685 0.72701315]
[0.26583533 0.73416467]
[0.26204776 0.73795224]
[0.25489125 0.74510875]
[0.24575531 0.75424469]
[0.24472704 0.75527296]
[0.24574743 0.75425257]
[0.24346431 0.75653569]
[0.24308388 0.75691612]
[0.24342792 0.75657208]
[0.23886252 0.76113748]
[0.23725656 0.76274344]
[0.2332592 0.7667408]
[0.23394513 0.76605487]
