[4.00329491 4.50140242]
[3.91734841 4.31875866]
[3.81974538 4.18302036]
[3.72551426 4.05057933]
[3.6248299  3.95298656]
[3.53121499 3.85229067]
[3.43877106 3.76424197]
[3.35326468 3.67187195]
[3.27007558 3.58851914]
[3.19047792 3.50985738]
[3.11360628 3.43557286]
[3.0415783 3.3587484]
[2.97002471 3.29441119]
[2.89939052 3.23994392]
[2.83346157 3.18044854]
[2.76949536 3.12410814]
[2.7069049  3.07878361]
[2.64924587 3.0258806 ]
[2.59311862 2.97564779]
[2.53972555 2.92623443]
[2.48741547 2.88185117]
[2.43624728 2.84040437]
[2.38751506 2.80268885]
[2.33997642 2.7652975 ]
[2.29520074 2.73061695]
[2.25211278 2.69535927]
[2.21014438 2.66035091]
[2.16971679 2.6246867 ]
[2.12972706 2.59446715]
[2.09257545 2.56130425]
[2.05568643 2.53340175]
[2.02135557 2.50083512]
[1.98614148 2.4822483 ]
[1.95376096 2.45450691]
[1.92186113 2.42738497]
[1.89058594 2.40857998]
[1.85923138 2.39176963]
[1.83010232 2.37196225]
[1.80205738 2.34518374]
[1.77516398 2.32362422]
[1.74902374 2.29400688]
[1.72356599 2.26774998]
[1.69894875 2.24763118]
[1.67397168 2.23971837]
[1.65044993 2.21726262]
[1.62725719 2.19855428]
[1.60510873 2.18221184]
[1.58332464 2.16124338]
[1.56132625 2.1508914 ]
[1.54000789 2.13717248]
[1.5199732  2.12059004]
