[0.27416081 0.72583919]
[0.30871883 0.69128117]
[0.33290882 0.66709118]
[0.34127894 0.65872106]
[0.34841244 0.65158756]
[0.35280357 0.64719643]
[0.35482666 0.64517334]
[0.35205636 0.64794364]
[0.34515726 0.65484274]
[0.34281179 0.65718821]
[0.33739288 0.66260712]
[0.3363373 0.6636627]
[0.33788703 0.66211297]
[0.33939907 0.66060093]
[0.33411469 0.66588531]
[0.32864961 0.67135039]
[0.32408857 0.67591143]
[0.32237987 0.67762013]
[0.31965795 0.68034205]
[0.31803449 0.68196551]
[0.31454877 0.68545123]
[0.31209964 0.68790036]
[0.30397624 0.69602376]
[0.3058013 0.6941987]
[0.30292023 0.69707977]
[0.30004356 0.69995644]
[0.29502374 0.70497626]
[0.29695206 0.70304794]
[0.29121547 0.70878453]
[0.28860975 0.71139025]
[0.28260919 0.71739081]
[0.28292067 0.71707933]
[0.28067404 0.71932596]
[0.27626279 0.72373721]
[0.27172185 0.72827815]
[0.2668669 0.7331331]
[0.26694285 0.73305715]
[0.26440313 0.73559687]
[0.25971496 0.74028504]
[0.25725617 0.74274383]
[0.25505049 0.74494951]
[0.25638421 0.74361579]
[0.25598599 0.74401401]
[0.25111589 0.74888411]
[0.25282456 0.74717544]
[0.24842803 0.75157197]
[0.2437397 0.7562603]
[0.24113364 0.75886636]
[0.23823717 0.76176283]
[0.23726145 0.76273855]
[0.23348695 0.76651305]
