[0.27721779 0.72278221]
[0.31397511 0.68602489]
[0.34012091 0.65987909]
[0.34653918 0.65346082]
[0.35498603 0.64501397]
[0.35549166 0.64450834]
[0.35122366 0.64877634]
[0.34552293 0.65447707]
[0.34659822 0.65340178]
[0.34911965 0.65088035]
[0.34246779 0.65753221]
[0.3411992 0.6588008]
[0.33871935 0.66128065]
[0.33688284 0.66311716]
[0.33170739 0.66829261]
[0.32739544 0.67260456]
[0.3283155 0.6716845]
[0.33029921 0.66970079]
[0.32992099 0.67007901]
[0.32523165 0.67476835]
[0.3170605 0.6829395]
[0.31339778 0.68660222]
[0.3091757 0.6908243]
[0.303554 0.696446]
[0.30072355 0.69927645]
[0.29826629 0.70173371]
[0.2960082 0.7039918]
[0.2953305 0.7046695]
[0.28876864 0.71123136]
[0.28682258 0.71317742]
[0.28084602 0.71915398]
[0.28048525 0.71951475]
[0.27944227 0.72055773]
[0.27774768 0.72225232]
[0.27574102 0.72425898]
[0.27268724 0.72731276]
[0.26799651 0.73200349]
[0.26376038 0.73623962]
[0.26242928 0.73757072]
[0.26122886 0.73877114]
[0.25974267 0.74025733]
[0.25143568 0.74856432]
[0.24773951 0.75226049]
[0.25039189 0.74960811]
[0.24640902 0.75359098]
[0.24509003 0.75490997]
[0.24411135 0.75588865]
[0.24174032 0.75825968]
[0.23854293 0.76145707]
[0.23795675 0.76204325]
[0.23564459 0.76435541]
