[0.27842258 0.72157742]
[0.31609864 0.68390136]
[0.33017709 0.66982291]
[0.3422416 0.6577584]
[0.34889226 0.65110774]
[0.35429668 0.64570332]
[0.35714933 0.64285067]
[0.36045228 0.63954772]
[0.35879342 0.64120658]
[0.35498534 0.64501466]
[0.35319113 0.64680887]
[0.35042886 0.64957114]
[0.33623103 0.66376897]
[0.33996233 0.66003767]
[0.33475759 0.66524241]
[0.3356606 0.6643394]
[0.32675662 0.67324338]
[0.32428183 0.67571817]
[0.31951108 0.68048892]
[0.31415143 0.68584857]
[0.30948431 0.69051569]
[0.30958285 0.69041715]
[0.30413321 0.69586679]
[0.29828187 0.70171813]
[0.29608513 0.70391487]
[0.2934554 0.7065446]
[0.28996382 0.71003618]
[0.28556304 0.71443696]
[0.28075661 0.71924339]
[0.27886248 0.72113752]
[0.27740845 0.72259155]
[0.27759797 0.72240203]
[0.27683179 0.72316821]
[0.27825283 0.72174717]
[0.27628776 0.72371224]
[0.2732528 0.7267472]
[0.26829242 0.73170758]
[0.26485879 0.73514121]
[0.26515803 0.73484197]
[0.26383914 0.73616086]
[0.25829984 0.74170016]
[0.25374686 0.74625314]
[0.25169525 0.74830475]
[0.25021196 0.74978804]
[0.24845017 0.75154983]
[0.24565499 0.75434501]
[0.24464316 0.75535684]
[0.2426018 0.7573982]
[0.24001816 0.75998184]
[0.23630861 0.76369139]
[0.23812074 0.76187926]
