[0.27543313 0.72456687]
[0.32649716 0.67350284]
[0.3394717 0.6605283]
[0.34072137 0.65927863]
[0.35278581 0.64721419]
[0.3560629 0.6439371]
[0.3609913 0.6390087]
[0.35334618 0.64665382]
[0.35152254 0.64847746]
[0.34748055 0.65251945]
[0.34520732 0.65479268]
[0.3443083 0.6556917]
[0.3441293 0.6558707]
[0.34143568 0.65856432]
[0.33797819 0.66202181]
[0.33738654 0.66261346]
[0.33216873 0.66783127]
[0.32992467 0.67007533]
[0.3267183 0.6732817]
[0.32383128 0.67616872]
[0.32208518 0.67791482]
[0.31542765 0.68457235]
[0.31313978 0.68686022]
[0.3058932 0.6941068]
[0.29889058 0.70110942]
[0.29567285 0.70432715]
[0.29418841 0.70581159]
[0.29261783 0.70738217]
[0.29103206 0.70896794]
[0.29145336 0.70854664]
[0.28569706 0.71430294]
[0.28080046 0.71919954]
[0.27766562 0.72233438]
[0.27589177 0.72410823]
[0.27411663 0.72588337]
[0.27360275 0.72639725]
[0.26964692 0.73035308]
[0.26707929 0.73292071]
[0.26504467 0.73495533]
[0.26277285 0.73722715]
[0.26442424 0.73557576]
[0.26075432 0.73924568]
[0.25792324 0.74207676]
[0.25453272 0.74546728]
[0.25541943 0.74458057]
[0.25009279 0.74990721]
[0.24614683 0.75385317]
[0.24419308 0.75580692]
[0.24303285 0.75696715]
[0.23845475 0.76154525]
[0.23594169 0.76405831]
