[0.28331236 0.71668764]
[0.31939433 0.68060567]
[0.33918574 0.66081426]
[0.35198438 0.64801562]
[0.35715617 0.64284383]
[0.35308262 0.64691738]
[0.35255372 0.64744628]
[0.34679632 0.65320368]
[0.35072184 0.64927816]
[0.34747498 0.65252502]
[0.34681515 0.65318485]
[0.34632632 0.65367368]
[0.34240002 0.65759998]
[0.33854077 0.66145923]
[0.33632388 0.66367612]
[0.33686415 0.66313585]
[0.3279817 0.6720183]
[0.32748056 0.67251944]
[0.32367933 0.67632067]
[0.32247104 0.67752896]
[0.3190983 0.6809017]
[0.31269784 0.68730216]
[0.30533354 0.69466646]
[0.30101121 0.69898879]
[0.30552963 0.69447037]
[0.30233826 0.69766174]
[0.3046662 0.6953338]
[0.30286558 0.69713442]
[0.29524942 0.70475058]
[0.28785395 0.71214605]
[0.28392869 0.71607131]
[0.27923738 0.72076262]
[0.27373506 0.72626494]
[0.27004487 0.72995513]
[0.27167848 0.72832152]
[0.27112319 0.72887681]
[0.26700193 0.73299807]
[0.26373302 0.73626698]
[0.26280183 0.73719817]
[0.26230653 0.73769347]
[0.2578384 0.7421616]
[0.25354241 0.74645759]
[0.25471148 0.74528852]
[0.25146571 0.74853429]
[0.25121561 0.74878439]
[0.25074025 0.74925975]
[0.24914125 0.75085875]
[0.24661756 0.75338244]
[0.24444375 0.75555625]
[0.24434085 0.75565915]
[0.24240561 0.75759439]
