[4.0058193  4.49771338]
[3.91443708 4.32841032]
[3.81977215 4.18158182]
[3.72197439 4.05942538]
[3.62829252 3.94393402]
[3.53160461 3.84940855]
[3.44272743 3.75283906]
[3.35289398 3.67411739]
[3.26520253 3.60293565]
[3.18531372 3.52260962]
[3.10797462 3.45061182]
[3.03621195 3.37406252]
[2.9655913 3.3079818]
[2.89740274 3.24439591]
[2.83089704 3.18762448]
[2.76522078 3.140045  ]
[2.70376693 3.08991918]
[2.64573782 3.03490057]
[2.58863168 2.99042862]
[2.53852528 2.92609508]
[2.48713402 2.8779588 ]
[2.43603586 2.84048541]
[2.38717999 2.80233992]
[2.33964002 2.76813462]
[2.29556585 2.72579   ]
[2.25281546 2.68712381]
[2.21035242 2.65754012]
[2.17000821 2.62825848]
[2.13017661 2.59922052]
[2.09274052 2.56237343]
[2.05798715 2.52784684]
[2.02297196 2.50389835]
[1.98908316 2.47379275]
[1.95496314 2.45106241]
[1.92351704 2.42594789]
[1.89285836 2.39969008]
[1.8649995  2.36282235]
[1.83623527 2.33916436]
[1.80744678 2.32180241]
[1.77886786 2.31115915]
[1.75115078 2.29323752]
[1.72447894 2.27877211]
[1.69951975 2.26608589]
[1.67513176 2.24484956]
[1.65175058 2.22309162]
[1.62949971 2.19664705]
[1.60567914 2.18973335]
[1.58380005 2.17050855]
[1.56289029 2.15659137]
[1.5422558 2.1329798]
[1.52132634 2.11139991]
