[0.28179809 0.71820191]
[0.31803656 0.68196344]
[0.33722269 0.66277731]
[0.35104782 0.64895218]
[0.3565048 0.6434952]
[0.36024922 0.63975078]
[0.3634574 0.6365426]
[0.35788017 0.64211983]
[0.35764071 0.64235929]
[0.35513052 0.64486948]
[0.35811724 0.64188276]
[0.35457944 0.64542056]
[0.34885481 0.65114519]
[0.34414351 0.65585649]
[0.33892106 0.66107894]
[0.33148449 0.66851551]
[0.32715526 0.67284474]
[0.32722717 0.67277283]
[0.32709039 0.67290961]
[0.31796417 0.68203583]
[0.31767617 0.68232383]
[0.31121666 0.68878334]
[0.30833014 0.69166986]
[0.30575667 0.69424333]
[0.30323017 0.69676983]
[0.29857608 0.70142392]
[0.29866274 0.70133726]
[0.29376011 0.70623989]
[0.2912107 0.7087893]
[0.28887719 0.71112281]
[0.28787567 0.71212433]
[0.28397676 0.71602324]
[0.27878703 0.72121297]
[0.27357688 0.72642312]
[0.26958785 0.73041215]
[0.2674158 0.7325842]
[0.26732833 0.73267167]
[0.26350001 0.73649999]
[0.26272488 0.73727512]
[0.2614532 0.7385468]
[0.25655293 0.74344707]
[0.25265542 0.74734458]
[0.25257974 0.74742026]
[0.25021047 0.74978953]
[0.24935748 0.75064252]
[0.24721379 0.75278621]
[0.24330354 0.75669646]
[0.24294045 0.75705955]
[0.24058461 0.75941539]
[0.23684361 0.76315639]
[0.23247051 0.76752949]
