[3.99265556 4.49585681]
[3.90072434 4.32904778]
[3.80209077 4.19283852]
[3.70506514 4.06891532]
[3.61249806 3.94935437]
[3.51829159 3.8511472 ]
[3.43166721 3.74855027]
[3.34578688 3.65842481]
[3.25845783 3.58993983]
[3.17750535 3.51535333]
[3.1020247  3.43720953]
[3.02653753 3.37392597]
[2.95795551 3.3020718 ]
[2.88809772 3.24700449]
[2.82300441 3.18631693]
[2.76084822 3.12671059]
[2.69975841 3.07386595]
[2.64140432 3.02264212]
[2.58324967 2.98279506]
[2.53028903 2.93013606]
[2.47836202 2.88681862]
[2.42951041 2.83835994]
[2.38269739 2.79054255]
[2.33577948 2.75475174]
[2.29180019 2.71422944]
[2.2488765  2.67654555]
[2.2063906  2.64732798]
[2.16595757 2.61954523]
[2.12666242 2.58887905]
[2.09002797 2.55192642]
[2.05428018 2.52207806]
[2.01676387 2.50657376]
[1.98341666 2.47681873]
[1.95106157 2.4461091 ]
[1.91876779 2.42521348]
[1.88821027 2.39514109]
[1.85735616 2.37878583]
[1.82920022 2.34496843]
[1.80038173 2.33156505]
[1.77292464 2.30927825]
[1.74616761 2.29931505]
[1.72044972 2.28033161]
[1.69583328 2.25862266]
[1.67228311 2.23357679]
[1.64843847 2.21315592]
[1.62462527 2.19960872]
[1.60246669 2.18111476]
[1.58036231 2.17338257]
[1.55909826 2.15925537]
[1.53813473 2.14152224]
[1.51755015 2.13340289]
