[4.00682409 4.50788771]
[3.91545292 4.33690002]
[3.82057619 4.19174961]
[3.72180416 4.07106165]
[3.63000751 3.94985577]
[3.53624704 3.85130076]
[3.44328832 3.76578929]
[3.35606088 3.67701497]
[3.27016638 3.60025737]
[3.18858458 3.52571102]
[3.11309786 3.4468873 ]
[3.03808416 3.37986744]
[2.96460739 3.3223519 ]
[2.89469708 3.26441958]
[2.82652664 3.21128849]
[2.76473702 3.14785901]
[2.70346309 3.09266448]
[2.64528089 3.03960307]
[2.59060846 2.98437241]
[2.53685051 2.93596854]
[2.48502363 2.88941964]
[2.43580122 2.84434113]
[2.3866024  2.80898212]
[2.34077156 2.76761948]
[2.29614724 2.73015395]
[2.25269597 2.69532703]
[2.21138878 2.65649436]
[2.16985777 2.63100852]
[2.13159452 2.59610752]
[2.09399246 2.56710405]
[2.05755249 2.53443516]
[2.02308181 2.50276997]
[1.9884818  2.47732141]
[1.95528869 2.45370038]
[1.92356986 2.43098566]
[1.89179305 2.41040481]
[1.86266795 2.37983309]
[1.83313344 2.35649766]
[1.80457192 2.34240963]
[1.77738561 2.31757321]
[1.75117634 2.29509405]
[1.72571145 2.27233313]
[1.70068757 2.2522007 ]
[1.67593687 2.23493773]
[1.65265523 2.21551294]
[1.62938224 2.20083892]
[1.60683819 2.18317594]
[1.58463078 2.17005194]
[1.56333798 2.14873291]
[1.54196201 2.13167368]
[1.52256041 2.11184794]
