[4.01223925 4.50557662]
[3.91248975 4.35434695]
[3.82192989 4.19662317]
[3.72350789 4.07625304]
[3.63104491 3.9558874 ]
[3.53365893 3.86431286]
[3.44521764 3.76488651]
[3.36010259 3.67023936]
[3.27620541 3.58660749]
[3.19649273 3.50825423]
[3.11859933 3.43772101]
[3.04153937 3.37578043]
[2.96794752 3.31599479]
[2.89748864 3.25827288]
[2.83317887 3.19203002]
[2.77054216 3.13233709]
[2.70735211 3.08573654]
[2.65049263 3.02801667]
[2.59436416 2.97738684]
[2.54016567 2.93045073]
[2.48722542 2.89069308]
[2.437977  2.8423645]
[2.38776153 2.81439102]
[2.34113899 2.774076  ]
[2.29775707 2.72903112]
[2.25454647 2.69104348]
[2.21123044 2.66086743]
[2.17218248 2.62297211]
[2.13488398 2.58415164]
[2.0964922  2.55845247]
[2.05999509 2.52722825]
[2.02559106 2.49496169]
[1.99146732 2.46961892]
[1.95728566 2.44920564]
[1.92559765 2.42436979]
[1.89445623 2.40060663]
[1.8645306  2.37497491]
[1.83528982 2.35537755]
[1.80625451 2.34152585]
[1.77815007 2.31986849]
[1.75185462 2.29159721]
[1.72555289 2.27581276]
[1.70016795 2.25442436]
[1.6752752  2.23886474]
[1.65220117 2.21259723]
[1.62948742 2.18941539]
[1.60613026 2.17917366]
[1.5846707 2.1624882]
[1.56331814 2.15306501]
[1.54151046 2.14473178]
[1.52206718 2.12587282]
