[3.99942891 4.50215719]
[3.9125595  4.32356945]
[3.81717334 4.17958777]
[3.72408359 4.04593712]
[3.62241294 3.95330267]
[3.5257928  3.86194038]
[3.43464586 3.76981834]
[3.34850443 3.6807404 ]
[3.26370217 3.60168577]
[3.18606614 3.51378588]
[3.10864011 3.44053634]
[3.03404658 3.3721369 ]
[2.96193431 3.30906225]
[2.89429923 3.2476246 ]
[2.8307337  3.18101146]
[2.76651279 3.12492134]
[2.70632787 3.07025161]
[2.64797198 3.01994243]
[2.59180297 2.97303617]
[2.53955822 2.91992253]
[2.48631695 2.87655515]
[2.43539572 2.83760868]
[2.38671407 2.79940954]
[2.34189239 2.75199828]
[2.29693381 2.71623737]
[2.25376556 2.67957003]
[2.21221693 2.64537175]
[2.17159831 2.61505447]
[2.13119115 2.58845681]
[2.09376594 2.55887426]
[2.05774938 2.52479914]
[2.02187675 2.50082187]
[1.98759838 2.47475649]
[1.95530021 2.44343183]
[1.92308615 2.42296684]
[1.89288749 2.39235846]
[1.86260312 2.36622423]
[1.83337389 2.33742865]
[1.80434757 2.31856058]
[1.77662969 2.29848435]
[1.74998137 2.28721901]
[1.72538114 2.25772604]
[1.70003993 2.24323649]
[1.67579769 2.2244255 ]
[1.6515943  2.21114649]
[1.62840738 2.19381675]
[1.60549811 2.17931125]
[1.58293204 2.17118553]
[1.56196513 2.15399615]
[1.54074923 2.13797567]
[1.51983788 2.12993136]
