[3.99771972 4.49065065]
[3.90303191 4.32914492]
[3.81184751 4.17728665]
[3.71434804 4.05543738]
[3.61877855 3.94336271]
[3.52459279 3.84605168]
[3.43096407 3.7609254 ]
[3.34460717 3.67377164]
[3.26084968 3.59467886]
[3.18034067 3.51689888]
[3.10249757 3.44544051]
[3.02914853 3.37411525]
[2.95491802 3.31605175]
[2.8891323  3.24538682]
[2.82198116 3.18979331]
[2.75806609 3.1367207 ]
[2.69695524 3.08717338]
[2.63885323 3.03381046]
[2.58293372 2.98480912]
[2.52794866 2.94075106]
[2.4754758  2.89755754]
[2.42568945 2.85642577]
[2.37774573 2.81276526]
[2.33174726 2.77033817]
[2.28770508 2.72841396]
[2.24517067 2.69016459]
[2.20373175 2.65665414]
[2.16265144 2.62944661]
[2.12367733 2.60050608]
[2.08675885 2.56371243]
[2.05123205 2.52757217]
[2.01566053 2.50759473]
[1.98387498 2.46847193]
[1.95078464 2.44370914]
[1.9184825  2.41529333]
[1.8872851  2.38885646]
[1.85733827 2.36166945]
[1.82796815 2.34521079]
[1.80012979 2.32606081]
[1.77334704 2.30377472]
[1.74584439 2.28415505]
[1.71983208 2.26977927]
[1.69467795 2.25074417]
[1.670781   2.22829769]
[1.64680435 2.21154707]
[1.62406108 2.20796921]
[1.60274233 2.18190838]
[1.58112845 2.15905477]
[1.55966144 2.14605105]
[1.53877061 2.13592914]
[1.51906324 2.11265427]
