[0.27364964 0.72635036]
[0.31117711 0.68882289]
[0.3282469 0.6717531]
[0.34384275 0.65615725]
[0.35278178 0.64721822]
[0.36180137 0.63819863]
[0.36094132 0.63905868]
[0.35934208 0.64065792]
[0.35376824 0.64623176]
[0.35915415 0.64084585]
[0.35533208 0.64466792]
[0.35104692 0.64895308]
[0.34474537 0.65525463]
[0.33762151 0.66237849]
[0.33383172 0.66616828]
[0.32773667 0.67226333]
[0.32357293 0.67642707]
[0.32265128 0.67734872]
[0.32645644 0.67354356]
[0.31950674 0.68049326]
[0.31621773 0.68378227]
[0.31085586 0.68914414]
[0.30726532 0.69273468]
[0.30905163 0.69094837]
[0.30491567 0.69508433]
[0.29971764 0.70028236]
[0.29418703 0.70581297]
[0.29285303 0.70714697]
[0.28969805 0.71030195]
[0.28879124 0.71120876]
[0.28126775 0.71873225]
[0.27855643 0.72144357]
[0.27644019 0.72355981]
[0.2759974 0.7240026]
[0.27345232 0.72654768]
[0.27315396 0.72684604]
[0.26953423 0.73046577]
[0.26446586 0.73553414]
[0.26337161 0.73662839]
[0.25784241 0.74215759]
[0.25622048 0.74377952]
[0.25463206 0.74536794]
[0.25195213 0.74804787]
[0.24962552 0.75037448]
[0.24409852 0.75590148]
[0.24169969 0.75830031]
[0.24183797 0.75816203]
[0.2401819 0.7598181]
[0.24178361 0.75821639]
[0.23845841 0.76154159]
[0.23533712 0.76466288]
