[3.99122277 4.49859339]
[3.90300485 4.32352913]
[3.80582595 4.18584012]
[3.7119599  4.05656909]
[3.61636322 3.94598956]
[3.52580854 3.83889812]
[3.43597829 3.74404029]
[3.34932163 3.65530128]
[3.26493057 3.5766677 ]
[3.18330153 3.50497219]
[3.10978484 3.42260573]
[3.03321878 3.36113672]
[2.96161899 3.29700762]
[2.89133689 3.24403034]
[2.82491913 3.18772602]
[2.76205356 3.12783378]
[2.69975367 3.08347875]
[2.64412053 3.02077203]
[2.58729478 2.97594551]
[2.53515167 2.92445265]
[2.48369386 2.87919948]
[2.43142258 2.84819054]
[2.38383614 2.80474902]
[2.33772294 2.76614784]
[2.29316394 2.72673329]
[2.24911367 2.69678046]
[2.20716489 2.66165191]
[2.16786791 2.62102136]
[2.12825131 2.59337456]
[2.08908259 2.56737349]
[2.05287727 2.53426384]
[2.01713655 2.50463017]
[1.98223928 2.4756572 ]
[1.94998795 2.44669958]
[1.91910613 2.41276385]
[1.88828251 2.38697064]
[1.85823434 2.36063959]
[1.82839744 2.34528125]
[1.80004323 2.32656515]
[1.77249722 2.30399294]
[1.74644356 2.28189787]
[1.7203246  2.27234732]
[1.69550001 2.24779257]
[1.6706923  2.22987163]
[1.64693473 2.20819685]
[1.62362757 2.19698054]
[1.60098559 2.18609944]
[1.57884308 2.18165772]
[1.55848971 2.16135705]
[1.53827861 2.15084757]
[1.51820947 2.12962195]
