[3.99315548 4.49922784]
[3.90700618 4.31952945]
[3.80743105 4.18533059]
[3.7106707  4.06210517]
[3.61698507 3.94804167]
[3.52207807 3.85161371]
[3.43075027 3.76074179]
[3.34404921 3.67314613]
[3.26047573 3.58970759]
[3.18042893 3.50974847]
[3.10079508 3.44411453]
[3.03046242 3.36502177]
[2.95783199 3.30561103]
[2.8892365  3.24834874]
[2.82454195 3.18908196]
[2.76309592 3.12489361]
[2.70327996 3.06633549]
[2.64796506 3.00456062]
[2.59115923 2.96227541]
[2.53650345 2.92109764]
[2.48510436 2.87613836]
[2.4342463  2.84070956]
[2.38760853 2.79193298]
[2.34107194 2.75461819]
[2.29454005 2.73026944]
[2.25128676 2.6985389 ]
[2.21029138 2.66096445]
[2.17036101 2.62561165]
[2.13162833 2.5922249 ]
[2.09393231 2.56172986]
[2.05695254 2.53383246]
[2.02169296 2.50087008]
[1.98728679 2.47588488]
[1.95422381 2.45138869]
[1.92185515 2.42764877]
[1.89064221 2.40231608]
[1.85973809 2.37942579]
[1.83047494 2.35307426]
[1.80112258 2.33531744]
[1.7740116  2.30769267]
[1.74675179 2.28850858]
[1.72105265 2.26764736]
[1.69564217 2.24753754]
[1.67123922 2.22901462]
[1.64722343 2.21423448]
[1.62491826 2.19288828]
[1.60259412 2.17845101]
[1.58086565 2.16397295]
[1.55932303 2.14908297]
[1.53835536 2.12971444]
[1.51841727 2.11370799]
