[0.27412993 0.72587007]
[0.31764866 0.68235134]
[0.33546235 0.66453765]
[0.34850053 0.65149947]
[0.35981097 0.64018903]
[0.3607334 0.6392666]
[0.36751379 0.63248621]
[0.36840292 0.63159708]
[0.36193428 0.63806572]
[0.35571234 0.64428766]
[0.34913144 0.65086856]
[0.34499107 0.65500893]
[0.33758138 0.66241862]
[0.33196741 0.66803259]
[0.32506876 0.67493124]
[0.32447515 0.67552485]
[0.32512328 0.67487672]
[0.32002908 0.67997092]
[0.32230385 0.67769615]
[0.31833497 0.68166503]
[0.31148875 0.68851125]
[0.30899265 0.69100735]
[0.30826953 0.69173047]
[0.30379471 0.69620529]
[0.29898379 0.70101621]
[0.2968463 0.7031537]
[0.29392977 0.70607023]
[0.28921971 0.71078029]
[0.29053515 0.70946485]
[0.28723738 0.71276262]
[0.28269216 0.71730784]
[0.28192163 0.71807837]
[0.28170976 0.71829024]
[0.27908377 0.72091623]
[0.27287892 0.72712108]
[0.26864412 0.73135588]
[0.26588283 0.73411717]
[0.26245123 0.73754877]
[0.25811514 0.74188486]
[0.25515923 0.74484077]
[0.25295941 0.74704059]
[0.25085457 0.74914543]
[0.24519678 0.75480322]
[0.24485483 0.75514517]
[0.24283888 0.75716112]
[0.24196842 0.75803158]
[0.24111366 0.75888634]
[0.24117269 0.75882731]
[0.23864332 0.76135668]
[0.23712774 0.76287226]
[0.23600759 0.76399241]
