[4.00785641 4.50050461]
[3.91630047 4.33104331]
[3.81648724 4.19557257]
[3.71854712 4.07468733]
[3.62178753 3.96520345]
[3.53299615 3.8506795 ]
[3.4412765  3.76095047]
[3.35493872 3.67210053]
[3.26972265 3.59285696]
[3.19104765 3.51028014]
[3.11389247 3.43443507]
[3.0387839  3.36734329]
[2.96687467 3.30499721]
[2.89969435 3.2353901 ]
[2.83304077 3.1798426 ]
[2.7684314 3.1285011]
[2.70840391 3.07157157]
[2.6484084  3.02800467]
[2.59202547 2.97978024]
[2.53809354 2.93630858]
[2.48689158 2.89005464]
[2.43541307 2.85267845]
[2.38692826 2.80932146]
[2.34081939 2.76658632]
[2.29666726 2.72393578]
[2.25312967 2.68948321]
[2.21090729 2.6588174 ]
[2.17076572 2.62461893]
[2.13219745 2.58375438]
[2.09502843 2.54952114]
[2.05758416 2.52798575]
[2.0228559  2.49930527]
[1.98848676 2.47377186]
[1.9554632  2.45119389]
[1.92343066 2.42715181]
[1.89306562 2.40229444]
[1.8618835  2.38645813]
[1.83219239 2.36404819]
[1.80351111 2.34155123]
[1.77609578 2.31113555]
[1.74924469 2.28985895]
[1.72314242 2.26986611]
[1.69860717 2.24775817]
[1.67401394 2.23010442]
[1.64916737 2.21783666]
[1.62590282 2.20251968]
[1.60369949 2.18899313]
[1.58185673 2.16745309]
[1.56140452 2.14799009]
[1.54086721 2.1327127 ]
[1.51973996 2.12654645]
