[0.28023955 0.71976045]
[0.3189389 0.6810611]
[0.34027217 0.65972783]
[0.35489425 0.64510575]
[0.35732089 0.64267911]
[0.36341926 0.63658074]
[0.3632246 0.6367754]
[0.35707326 0.64292674]
[0.35677501 0.64322499]
[0.35008498 0.64991502]
[0.34715115 0.65284885]
[0.34790311 0.65209689]
[0.34797481 0.65202519]
[0.34326646 0.65673354]
[0.34186486 0.65813514]
[0.33808909 0.66191091]
[0.33610447 0.66389553]
[0.33566635 0.66433365]
[0.33262673 0.66737327]
[0.32673134 0.67326866]
[0.32340606 0.67659394]
[0.32295181 0.67704819]
[0.3195226 0.6804774]
[0.31472122 0.68527878]
[0.30931212 0.69068788]
[0.30146227 0.69853773]
[0.29712636 0.70287364]
[0.29625448 0.70374552]
[0.29241127 0.70758873]
[0.29240321 0.70759679]
[0.2884573 0.7115427]
[0.28495788 0.71504212]
[0.28139633 0.71860367]
[0.27961806 0.72038194]
[0.27530344 0.72469656]
[0.27381857 0.72618143]
[0.26947067 0.73052933]
[0.2628311 0.7371689]
[0.25822134 0.74177866]
[0.25288585 0.74711415]
[0.25507776 0.74492224]
[0.25351387 0.74648613]
[0.25432378 0.74567622]
[0.25390881 0.74609119]
[0.24714321 0.75285679]
[0.24616052 0.75383948]
[0.24496754 0.75503246]
[0.24347119 0.75652881]
[0.23812219 0.76187781]
[0.23710698 0.76289302]
[0.23572715 0.76427285]
