[0.28208419 0.71791581]
[0.3134411 0.6865589]
[0.33497074 0.66502926]
[0.34733757 0.65266243]
[0.35956239 0.64043761]
[0.35920483 0.64079517]
[0.35781601 0.64218399]
[0.36143211 0.63856789]
[0.35531288 0.64468712]
[0.34768863 0.65231137]
[0.35030791 0.64969209]
[0.35174354 0.64825646]
[0.34858988 0.65141012]
[0.34518111 0.65481889]
[0.34397969 0.65602031]
[0.34022625 0.65977375]
[0.33135584 0.66864416]
[0.32981388 0.67018612]
[0.3262385 0.6737615]
[0.32024499 0.67975501]
[0.31858941 0.68141059]
[0.31345956 0.68654044]
[0.30560965 0.69439035]
[0.3029881 0.6970119]
[0.29991714 0.70008286]
[0.29628992 0.70371008]
[0.2938606 0.7061394]
[0.29547446 0.70452554]
[0.28995685 0.71004315]
[0.2895983 0.7104017]
[0.28987244 0.71012756]
[0.28628368 0.71371632]
[0.28347364 0.71652636]
[0.27751244 0.72248756]
[0.2739651 0.7260349]
[0.27668589 0.72331411]
[0.27226374 0.72773626]
[0.26671009 0.73328991]
[0.26525599 0.73474401]
[0.26032908 0.73967092]
[0.26057135 0.73942865]
[0.25727985 0.74272015]
[0.25072628 0.74927372]
[0.24600943 0.75399057]
[0.24432592 0.75567408]
[0.24260249 0.75739751]
[0.24315051 0.75684949]
[0.23988337 0.76011663]
[0.238599 0.761401]
[0.23704874 0.76295126]
[0.23420127 0.76579873]
