[0.27925345 0.72074655]
[0.31797298 0.68202702]
[0.3361051 0.6638949]
[0.34640013 0.65359987]
[0.35783877 0.64216123]
[0.3611497 0.6388503]
[0.35426186 0.64573814]
[0.35787304 0.64212696]
[0.35664925 0.64335075]
[0.34907248 0.65092752]
[0.35403756 0.64596244]
[0.35065947 0.64934053]
[0.34628363 0.65371637]
[0.3450964 0.6549036]
[0.3413252 0.6586748]
[0.33994227 0.66005773]
[0.33550201 0.66449799]
[0.33723081 0.66276919]
[0.33237714 0.66762286]
[0.33177924 0.66822076]
[0.32546178 0.67453822]
[0.32009719 0.67990281]
[0.31225484 0.68774516]
[0.30991754 0.69008246]
[0.30558987 0.69441013]
[0.30546359 0.69453641]
[0.29746311 0.70253689]
[0.29311425 0.70688575]
[0.29098437 0.70901563]
[0.28864603 0.71135397]
[0.29009257 0.70990743]
[0.28770849 0.71229151]
[0.28642087 0.71357913]
[0.28205095 0.71794905]
[0.27458446 0.72541554]
[0.27274565 0.72725435]
[0.26753794 0.73246206]
[0.2647843 0.7352157]
[0.26352398 0.73647602]
[0.26065451 0.73934549]
[0.25676253 0.74323747]
[0.25434486 0.74565514]
[0.24803407 0.75196593]
[0.24608717 0.75391283]
[0.24500134 0.75499866]
[0.24462658 0.75537342]
[0.24227655 0.75772345]
[0.23826684 0.76173316]
[0.23504443 0.76495557]
[0.23389625 0.76610375]
[0.2308582 0.7691418]
