[3.98816082 4.4986299 ]
[3.90191743 4.31836559]
[3.80097775 4.18863389]
[3.70626665 4.05885447]
[3.61301633 3.94321702]
[3.51944333 3.84340433]
[3.43091954 3.74578987]
[3.34364312 3.65987736]
[3.26002298 3.57923217]
[3.18107507 3.49932637]
[3.10241253 3.43305931]
[3.0287332  3.36504935]
[2.95519826 3.30811721]
[2.88563935 3.2506243 ]
[2.82054931 3.19122844]
[2.75714855 3.13694638]
[2.6948838  3.08725406]
[2.63727705 3.03011567]
[2.5810116  2.98286145]
[2.52764806 2.93536262]
[2.47616721 2.88746452]
[2.42680475 2.84369423]
[2.37909862 2.80164678]
[2.33309269 2.7622684 ]
[2.28903128 2.72093074]
[2.2461144  2.68831807]
[2.20412706 2.65638392]
[2.16255444 2.62430187]
[2.12337078 2.59438854]
[2.08590172 2.56207823]
[2.04950854 2.53130107]
[2.01383222 2.50431793]
[1.98083372 2.47090432]
[1.94864631 2.43595508]
[1.91655522 2.41546272]
[1.88590381 2.38655517]
[1.85737152 2.35526339]
[1.82741871 2.34149317]
[1.7989324  2.32437683]
[1.77174509 2.30739876]
[1.74514458 2.28739798]
[1.71980061 2.2681506 ]
[1.69466739 2.24871263]
[1.67056122 2.2283656 ]
[1.64608187 2.20649698]
[1.62295535 2.19333562]
[1.60056929 2.17326353]
[1.57893727 2.15829362]
[1.55718564 2.14760922]
[1.53643842 2.13431582]
[1.51616081 2.1191475 ]
