[4.01453462 4.50838867]
[3.92105009 4.34310781]
[3.82002447 4.20925206]
[3.72158762 4.08733247]
[3.62898912 3.96628245]
[3.5323745  3.87119358]
[3.44684765 3.76532573]
[3.35831978 3.68128775]
[3.27292045 3.60139932]
[3.19124712 3.52634559]
[3.1131914  3.45496761]
[3.0393175  3.38439665]
[2.96741869 3.31889869]
[2.89613487 3.26578139]
[2.83110952 3.2021259 ]
[2.76685866 3.14652213]
[2.70702502 3.08871099]
[2.64880006 3.03820565]
[2.59398684 2.97938634]
[2.54036235 2.9330132 ]
[2.49014822 2.88137673]
[2.44018965 2.83713971]
[2.38917893 2.80771439]
[2.34179356 2.77351204]
[2.29791837 2.72865596]
[2.25438525 2.69099636]
[2.21200463 2.65936482]
[2.1710141  2.62945012]
[2.13350643 2.59049622]
[2.09688526 2.5508329 ]
[2.06026938 2.52258965]
[2.02321234 2.50691689]
[1.98960973 2.48062509]
[1.95792829 2.44495944]
[1.92537979 2.42499876]
[1.89490386 2.39920399]
[1.86453878 2.37871537]
[1.83601447 2.35070031]
[1.80854056 2.32379189]
[1.78021293 2.31229556]
[1.75368163 2.28806292]
[1.72740326 2.27699172]
[1.70108843 2.26294461]
[1.67663493 2.24146322]
[1.65260947 2.22527035]
[1.6298036  2.20390429]
[1.60701082 2.19005034]
[1.58494847 2.17663795]
[1.5634096  2.15831376]
[1.54260676 2.14178173]
[1.52217155 2.13011593]
