[0.27948443 0.72051557]
[0.32469998 0.67530002]
[0.34458351 0.65541649]
[0.3582385 0.6417615]
[0.35909925 0.64090075]
[0.36472219 0.63527781]
[0.36417186 0.63582814]
[0.36316399 0.63683601]
[0.36023788 0.63976212]
[0.35438622 0.64561378]
[0.35357529 0.64642471]
[0.34841088 0.65158912]
[0.34152555 0.65847445]
[0.33481296 0.66518704]
[0.33133666 0.66866334]
[0.33158609 0.66841391]
[0.32566479 0.67433521]
[0.32900802 0.67099198]
[0.31936663 0.68063337]
[0.31649462 0.68350538]
[0.31232609 0.68767391]
[0.30854617 0.69145383]
[0.30288987 0.69711013]
[0.30464599 0.69535401]
[0.30257138 0.69742862]
[0.2982021 0.7017979]
[0.29479728 0.70520272]
[0.29467525 0.70532475]
[0.29647965 0.70352035]
[0.29278037 0.70721963]
[0.2884531 0.7115469]
[0.28184752 0.71815248]
[0.27737426 0.72262574]
[0.27517131 0.72482869]
[0.27253015 0.72746985]
[0.26708115 0.73291885]
[0.26191475 0.73808525]
[0.25907255 0.74092745]
[0.26263294 0.73736706]
[0.26056219 0.73943781]
[0.2595774 0.7404226]
[0.25711987 0.74288013]
[0.25093768 0.74906232]
[0.24913465 0.75086535]
[0.24552882 0.75447118]
[0.24294548 0.75705452]
[0.24247219 0.75752781]
[0.24243861 0.75756139]
[0.24000775 0.75999225]
[0.23861996 0.76138004]
[0.23588758 0.76411242]
