[4.00533848 4.49750824]
[3.91747572 4.3197281 ]
[3.82215973 4.17588771]
[3.7224688  4.05918433]
[3.62835666 3.94421862]
[3.53169369 3.85189977]
[3.44084556 3.76077697]
[3.35403769 3.67483275]
[3.26869402 3.59805644]
[3.18933311 3.51624567]
[3.1132425  3.43851741]
[3.03840889 3.37074166]
[2.96465787 3.31263203]
[2.89637123 3.24965816]
[2.83151863 3.18623542]
[2.77000339 3.1219569 ]
[2.70531881 3.08426624]
[2.64866563 3.02486372]
[2.59252017 2.97950465]
[2.53808733 2.93397152]
[2.48488951 2.89266818]
[2.43371095 2.85419465]
[2.38489715 2.81292059]
[2.34013459 2.76490953]
[2.29454073 2.72887535]
[2.25090927 2.69717014]
[2.21185287 2.64757837]
[2.17231279 2.60953176]
[2.13275893 2.58438859]
[2.09449876 2.55863963]
[2.05734109 2.53282812]
[2.0229348  2.49977756]
[1.98930616 2.47010225]
[1.95636007 2.43798756]
[1.92435772 2.41309082]
[1.89348314 2.3934797 ]
[1.86472603 2.35838195]
[1.83601899 2.32931016]
[1.80743895 2.31607761]
[1.77979602 2.29747973]
[1.75283843 2.27857659]
[1.72668588 2.25604339]
[1.70090256 2.2488232 ]
[1.67665505 2.22972872]
[1.65281767 2.21037381]
[1.62999608 2.18846587]
[1.60835965 2.18132497]
[1.58632805 2.16795071]
[1.56449117 2.15289469]
[1.54418615 2.13750881]
[1.52398578 2.11816271]
