[4.00734321 4.49581663]
[3.92218774 4.31268608]
[3.82760711 4.16711207]
[3.7270831  4.05217349]
[3.63094964 3.94134188]
[3.53591616 3.84575232]
[3.44248087 3.76018143]
[3.35335182 3.67807636]
[3.2704331  3.59451678]
[3.18907074 3.51662157]
[3.10941504 3.44936266]
[3.03300491 3.38781569]
[2.9656039  3.30663833]
[2.894636   3.25657624]
[2.82887163 3.19609393]
[2.76711362 3.13274589]
[2.70693796 3.07720581]
[2.64822939 3.02686454]
[2.59096907 2.98384742]
[2.53654311 2.94115705]
[2.48369366 2.90330481]
[2.43605884 2.8478544 ]
[2.38727201 2.80612014]
[2.34036112 2.7679686 ]
[2.29468484 2.73210599]
[2.25096168 2.69621008]
[2.20950211 2.65800327]
[2.17050014 2.61541792]
[2.13163982 2.58401584]
[2.09437744 2.54863162]
[2.05740302 2.5215674 ]
[2.02159036 2.49999807]
[1.98764351 2.46815067]
[1.95469874 2.44352731]
[1.92202079 2.42354347]
[1.89079336 2.40059359]
[1.86043645 2.38258752]
[1.83050836 2.35981642]
[1.80274901 2.33369661]
[1.77584842 2.31163885]
[1.74967506 2.28541506]
[1.72377378 2.26386069]
[1.69844356 2.24281157]
[1.67407007 2.22274793]
[1.65027825 2.20888067]
[1.62725279 2.19857705]
[1.60467906 2.1832398 ]
[1.58378134 2.15697584]
[1.56343293 2.13599258]
[1.5422341  2.12913316]
[1.52192655 2.11880422]
