292,708
299,701
354,646
304,696
366,634
361,639
369,631
356,644
334,666
345,655
384,616
345,655
357,643
341,659
339,661
333,667
339,661
340,660
302,698
319,681
320,680
325,675
295,705
315,685
308,692
297,703
281,719
301,699
297,703
288,712
282,718
287,713
279,721
288,712
273,727
258,742
248,752
257,743
249,751
277,723
235,765
262,738
243,757
255,745
265,735
241,759
258,742
261,739
236,764
239,761
241,759
