[3.99838955 4.51005046]
[3.9121413  4.32901635]
[3.81301116 4.19359984]
[3.71720443 4.06625896]
[3.61810321 3.96219146]
[3.52390328 3.8616858 ]
[3.43928033 3.75240867]
[3.35376782 3.6629373 ]
[3.26996368 3.58257145]
[3.18876649 3.50855356]
[3.11074268 3.44048929]
[3.03938682 3.36255297]
[2.96995837 3.29261669]
[2.89870327 3.24162268]
[2.83352344 3.17939145]
[2.77068175 3.12039178]
[2.70702741 3.074924  ]
[2.646896   3.02955521]
[2.5905401  2.98110526]
[2.53535344 2.94015907]
[2.48431906 2.88780445]
[2.43458997 2.84196638]
[2.38713213 2.79573622]
[2.34116406 2.75724028]
[2.29515009 2.72780592]
[2.25208997 2.69282872]
[2.21021169 2.65583756]
[2.17028946 2.618439  ]
[2.1313018 2.5884379]
[2.09306281 2.55617906]
[2.05661012 2.52672004]
[2.02098304 2.50027237]
[1.9873333 2.4709407]
[1.95485104 2.44343654]
[1.92246537 2.42466602]
[1.89168981 2.3931813 ]
[1.86252676 2.36446669]
[1.83306876 2.35082935]
[1.80413672 2.33417222]
[1.77608322 2.31796479]
[1.74996106 2.29266381]
[1.72481646 2.26736512]
[1.69911356 2.25358863]
[1.67447508 2.23853327]
[1.6509508  2.22307811]
[1.6278866 2.2131068]
[1.60459168 2.19953128]
[1.58286679 2.18033388]
[1.56189388 2.16719367]
[1.54164097 2.14800321]
[1.52120673 2.13176805]
