[4.00511062 4.48974167]
[3.91509778 4.31770291]
[3.81977462 4.17484053]
[3.72089055 4.05666686]
[3.62735291 3.93964949]
[3.53801848 3.82976459]
[3.44360099 3.74590761]
[3.35395298 3.66711235]
[3.26893388 3.58979117]
[3.19139625 3.50501942]
[3.1130427  3.43415621]
[3.0351703  3.37893431]
[2.96420975 3.31225714]
[2.89590953 3.24905423]
[2.82827442 3.19557676]
[2.7653585  3.13778033]
[2.7063184 3.0767573]
[2.64727979 3.02735113]
[2.59002283 2.9818358 ]
[2.53629669 2.93272995]
[2.48552421 2.87969602]
[2.43593866 2.83166861]
[2.38739318 2.79273424]
[2.34071462 2.75690266]
[2.29503111 2.72265588]
[2.25096281 2.69159745]
[2.20932709 2.65560393]
[2.16927736 2.62125558]
[2.13017406 2.58711276]
[2.093093   2.55005218]
[2.05610206 2.53003432]
[2.02075385 2.50290282]
[1.98589551 2.47528665]
[1.95199023 2.46026465]
[1.9211075  2.42815548]
[1.88983148 2.40394529]
[1.86040857 2.3717434 ]
[1.83019536 2.36074361]
[1.80191544 2.34411604]
[1.7744263  2.32392792]
[1.74889699 2.29839819]
[1.72269106 2.28000519]
[1.69792494 2.26130419]
[1.67319369 2.24132942]
[1.6494996  2.22078786]
[1.62545311 2.20533625]
[1.60283709 2.18597006]
[1.58018075 2.17367106]
[1.55896126 2.15603913]
[1.53843154 2.14666598]
[1.51789883 2.12906433]
