[0.27851887 0.72148113]
[0.31642749 0.68357251]
[0.34246019 0.65753981]
[0.34641525 0.65358475]
[0.35053109 0.64946891]
[0.3573518 0.6426482]
[0.3590592 0.6409408]
[0.35864111 0.64135889]
[0.35546428 0.64453572]
[0.35624211 0.64375789]
[0.34972989 0.65027011]
[0.34903943 0.65096057]
[0.34504375 0.65495625]
[0.34426302 0.65573698]
[0.33980428 0.66019572]
[0.33565084 0.66434916]
[0.33428367 0.66571633]
[0.32951854 0.67048146]
[0.3264537 0.6735463]
[0.32293837 0.67706163]
[0.31731766 0.68268234]
[0.31459576 0.68540424]
[0.30693642 0.69306358]
[0.30580879 0.69419121]
[0.30173987 0.69826013]
[0.29841184 0.70158816]
[0.29873524 0.70126476]
[0.30000628 0.69999372]
[0.29613149 0.70386851]
[0.29283008 0.70716992]
[0.29156098 0.70843902]
[0.28618789 0.71381211]
[0.28155466 0.71844534]
[0.27875411 0.72124589]
[0.27368166 0.72631834]
[0.27011563 0.72988437]
[0.26494243 0.73505757]
[0.26252823 0.73747177]
[0.26036347 0.73963653]
[0.25693718 0.74306282]
[0.25567014 0.74432986]
[0.25096274 0.74903726]
[0.2493302 0.7506698]
[0.24740112 0.75259888]
[0.24508677 0.75491323]
[0.24602231 0.75397769]
[0.24274346 0.75725654]
[0.23917479 0.76082521]
[0.2381521 0.7618479]
[0.23837003 0.76162997]
[0.23392672 0.76607328]
