[3.99158235 4.49482189]
[3.90490147 4.31649858]
[3.80421408 4.18563038]
[3.70710288 4.06312801]
[3.61327185 3.94785836]
[3.5208486 3.8445123]
[3.43074945 3.74955552]
[3.34277755 3.6670937 ]
[3.25993063 3.58454035]
[3.18079293 3.50297947]
[3.10651729 3.42288437]
[3.03222115 3.35326714]
[2.9608073  3.29168608]
[2.89232836 3.23222085]
[2.82638761 3.17607695]
[2.76301628 3.12231632]
[2.70115448 3.07528121]
[2.64193755 3.02881898]
[2.58679526 2.97393218]
[2.53356369 2.92255121]
[2.48237046 2.87682092]
[2.4322502  2.83856189]
[2.38594962 2.79279688]
[2.33857204 2.75957531]
[2.29371957 2.72630776]
[2.24908148 2.69974311]
[2.20657223 2.66949684]
[2.16657305 2.63345837]
[2.13062749 2.58636569]
[2.09271222 2.55577029]
[2.05664669 2.52315934]
[2.02063768 2.50552456]
[1.98537867 2.48641842]
[1.95241086 2.46480736]
[1.92060646 2.43636733]
[1.88958944 2.41168436]
[1.85965397 2.38311378]
[1.8312688  2.35724757]
[1.80361879 2.33344159]
[1.77672187 2.30805745]
[1.75018947 2.29102401]
[1.72452725 2.26623833]
[1.69925412 2.25951042]
[1.67471921 2.23868119]
[1.64987381 2.2231496 ]
[1.62659659 2.20692384]
[1.60404605 2.18840421]
[1.58267753 2.16343136]
[1.56127512 2.14410745]
[1.54090962 2.12791072]
[1.52050435 2.11224703]
