[3.99069579 4.50151515]
[3.9010373  4.32845432]
[3.81041316 4.17464108]
[3.71180507 4.05405501]
[3.61472993 3.94775401]
[3.52285725 3.84565865]
[3.4326869  3.75142191]
[3.34461462 3.66693833]
[3.26033408 3.58791319]
[3.18158777 3.50683313]
[3.1054564  3.43045775]
[3.03198715 3.35937023]
[2.9580098  3.30447902]
[2.88916501 3.24654104]
[2.82235405 3.19050581]
[2.75871105 3.13487522]
[2.70027466 3.07217559]
[2.64140186 3.02436962]
[2.58600162 2.9729189 ]
[2.53220455 2.927452  ]
[2.47950107 2.88699867]
[2.42896194 2.84858539]
[2.38062748 2.80778761]
[2.33358895 2.77096939]
[2.29146198 2.72102476]
[2.24872041 2.68507248]
[2.20734533 2.65238234]
[2.16755837 2.61447833]
[2.12856493 2.58861437]
[2.09008495 2.56429059]
[2.05363431 2.53432989]
[2.01881879 2.50136467]
[1.98498068 2.46750721]
[1.95232961 2.44289827]
[1.92028027 2.4167009 ]
[1.8901761  2.38719764]
[1.85972359 2.36861691]
[1.83033207 2.34824756]
[1.80157738 2.32705205]
[1.77412986 2.3087995 ]
[1.74679236 2.288214  ]
[1.72091806 2.26345842]
[1.69564765 2.24790339]
[1.67114836 2.23375875]
[1.64659642 2.21934385]
[1.62357362 2.20041511]
[1.60115932 2.18570357]
[1.57954261 2.16745851]
[1.55875191 2.14985879]
[1.53849597 2.13556204]
[1.5186355  2.12181892]
