[4.00500485 4.50253759]
[3.91629503 4.32646114]
[3.82139263 4.18024067]
[3.72529521 4.05569429]
[3.62748495 3.94867901]
[3.53534598 3.84369234]
[3.44759048 3.74381307]
[3.35718974 3.66656655]
[3.26969854 3.59468231]
[3.19028592 3.51386726]
[3.11466014 3.43609239]
[3.04013104 3.36708008]
[2.96914666 3.30140549]
[2.89786487 3.24885695]
[2.83226066 3.18731146]
[2.76667596 3.13882664]
[2.70581718 3.08666381]
[2.64802208 3.03275244]
[2.59309579 2.97770437]
[2.53878679 2.93242026]
[2.48776752 2.88671421]
[2.43717928 2.84720687]
[2.38884385 2.80791688]
[2.34226361 2.76797392]
[2.29733658 2.72688281]
[2.25220622 2.69794257]
[2.20983557 2.66841228]
[2.16991819 2.629904  ]
[2.12952998 2.60589345]
[2.09231411 2.57825972]
[2.0555049  2.55143146]
[2.02027188 2.52124394]
[1.98621385 2.48674324]
[1.95517516 2.44454787]
[1.92282445 2.4228196 ]
[1.89212194 2.39342466]
[1.86197799 2.37440173]
[1.83321589 2.35444403]
[1.80466604 2.34102281]
[1.77697805 2.32399047]
[1.75056873 2.30345347]
[1.72345352 2.29301391]
[1.6985537  2.26553805]
[1.6741451  2.24335147]
[1.65077068 2.22216262]
[1.62771346 2.2049808 ]
[1.60546641 2.18771171]
[1.58352827 2.17297594]
[1.56184491 2.15583457]
[1.54033895 2.13849028]
[1.51977845 2.13103701]
