[4.00382525 4.49345791]
[3.91877529 4.31108696]
[3.82477052 4.16426422]
[3.7285235 4.0387096]
[3.63329745 3.92647345]
[3.53368009 3.84322947]
[3.4443391 3.7487945]
[3.35645819 3.66323208]
[3.27187922 3.58713093]
[3.18761621 3.52151838]
[3.11019017 3.44831713]
[3.03731415 3.37357279]
[2.96653333 3.30561222]
[2.89906398 3.23915865]
[2.83037187 3.19094505]
[2.76872025 3.12809742]
[2.70803993 3.07216293]
[2.65004682 3.01847807]
[2.59306745 2.97526238]
[2.53780758 2.93222121]
[2.48556191 2.88492847]
[2.43445049 2.84772969]
[2.38655117 2.80442744]
[2.33974529 2.76181432]
[2.29587081 2.72296399]
[2.25189839 2.69017048]
[2.21012442 2.66090605]
[2.17179524 2.61725354]
[2.13333645 2.58349124]
[2.09584382 2.55329336]
[2.05844147 2.53020825]
[2.02412466 2.49835805]
[1.99028527 2.46501508]
[1.95710512 2.44177746]
[1.92514156 2.41850091]
[1.89368583 2.39406216]
[1.86326858 2.37542712]
[1.83330417 2.3592173 ]
[1.80478061 2.33737213]
[1.776567   2.31650318]
[1.74968339 2.29828489]
[1.72383244 2.27558412]
[1.69905605 2.25906527]
[1.67417772 2.24207154]
[1.65027698 2.22659315]
[1.62794103 2.2054982 ]
[1.60515324 2.18612487]
[1.58314108 2.16586017]
[1.56156171 2.15262384]
[1.54130094 2.13683474]
[1.52165028 2.12568751]
