[0.27838273 0.72161727]
[0.32063003 0.67936997]
[0.3368496 0.6631504]
[0.34731351 0.65268649]
[0.36021064 0.63978936]
[0.36552538 0.63447462]
[0.3598305 0.6401695]
[0.35697558 0.64302442]
[0.35443582 0.64556418]
[0.35821352 0.64178648]
[0.35721846 0.64278154]
[0.35248183 0.64751817]
[0.3452065 0.6547935]
[0.34429631 0.65570369]
[0.34363968 0.65636032]
[0.33747141 0.66252859]
[0.3358711 0.6641289]
[0.33099052 0.66900948]
[0.32781212 0.67218788]
[0.32038235 0.67961765]
[0.3173336 0.6826664]
[0.30906618 0.69093382]
[0.31018603 0.68981397]
[0.30472377 0.69527623]
[0.30440657 0.69559343]
[0.29646973 0.70353027]
[0.29459719 0.70540281]
[0.29251826 0.70748174]
[0.29130566 0.70869434]
[0.28983571 0.71016429]
[0.28812164 0.71187836]
[0.28517602 0.71482398]
[0.28402106 0.71597894]
[0.27539786 0.72460214]
[0.27173819 0.72826181]
[0.26656149 0.73343851]
[0.26262624 0.73737376]
[0.26155781 0.73844219]
[0.2621505 0.7378495]
[0.26148814 0.73851186]
[0.25873889 0.74126111]
[0.25604398 0.74395602]
[0.25433434 0.74566566]
[0.2499312 0.7500688]
[0.2468358 0.7531642]
[0.24618215 0.75381785]
[0.24403846 0.75596154]
[0.23941387 0.76058613]
[0.23779857 0.76220143]
[0.23536782 0.76463218]
[0.23459491 0.76540509]
