[0.27873646 0.72126354]
[0.31494503 0.68505497]
[0.34262134 0.65737866]
[0.35125366 0.64874634]
[0.3535132 0.6464868]
[0.35893352 0.64106648]
[0.35907244 0.64092756]
[0.35730341 0.64269659]
[0.35482386 0.64517614]
[0.35348272 0.64651728]
[0.35060918 0.64939082]
[0.34786049 0.65213951]
[0.33931672 0.66068328]
[0.3366511 0.6633489]
[0.34113426 0.65886574]
[0.34135859 0.65864141]
[0.33461078 0.66538922]
[0.32762477 0.67237523]
[0.32374579 0.67625421]
[0.32030515 0.67969485]
[0.31666769 0.68333231]
[0.31403707 0.68596293]
[0.30802177 0.69197823]
[0.30174018 0.69825982]
[0.29864787 0.70135213]
[0.29486649 0.70513351]
[0.29323409 0.70676591]
[0.28738132 0.71261868]
[0.28428769 0.71571231]
[0.27922513 0.72077487]
[0.27594069 0.72405931]
[0.27148394 0.72851606]
[0.27081364 0.72918636]
[0.27142493 0.72857507]
[0.27224024 0.72775976]
[0.26803987 0.73196013]
[0.26481059 0.73518941]
[0.26351296 0.73648704]
[0.26428497 0.73571503]
[0.26213051 0.73786949]
[0.25786924 0.74213076]
[0.25573245 0.74426755]
[0.25397517 0.74602483]
[0.25297148 0.74702852]
[0.25196048 0.74803952]
[0.24474726 0.75525274]
[0.24669434 0.75330566]
[0.24512783 0.75487217]
[0.24063164 0.75936836]
[0.23950681 0.76049319]
[0.23734271 0.76265729]
