[4.00165294 4.50477898]
[3.91734836 4.31990356]
[3.82192171 4.17699558]
[3.72271109 4.05858205]
[3.62324137 3.95668122]
[3.52558933 3.86612134]
[3.43999661 3.76066507]
[3.35542887 3.66524529]
[3.27022752 3.58591439]
[3.18917518 3.51169528]
[3.10985612 3.44572091]
[3.03671056 3.37278499]
[2.96447064 3.31105127]
[2.89633543 3.24795828]
[2.83053441 3.1897423 ]
[2.7672838  3.13477097]
[2.70655384 3.08218841]
[2.64830708 3.02758393]
[2.59268734 2.97725092]
[2.53759949 2.93547333]
[2.48569516 2.8910086 ]
[2.43577526 2.848675  ]
[2.38728891 2.80751767]
[2.34030828 2.7674448 ]
[2.29523705 2.72780492]
[2.25199901 2.69105134]
[2.20861707 2.66264044]
[2.16789343 2.62854447]
[2.12866746 2.59680129]
[2.09189981 2.55812978]
[2.05447313 2.53117943]
[2.0203525 2.4957057]
[1.98675465 2.46612821]
[1.9543511 2.4325265]
[1.92181814 2.41528345]
[1.89128151 2.39116566]
[1.86183255 2.36522454]
[1.83197164 2.35060386]
[1.80288875 2.33259323]
[1.77538453 2.31619378]
[1.74919778 2.29757227]
[1.72374271 2.27269286]
[1.69819171 2.25684159]
[1.67352175 2.23887038]
[1.64992426 2.21840122]
[1.6267332 2.1977205]
[1.60413781 2.17888858]
[1.58275669 2.16049401]
[1.56196421 2.14814512]
[1.54159974 2.13204901]
[1.52110903 2.11734513]
