[4.00290523 4.49932207]
[3.90944388 4.33509019]
[3.81353448 4.19099104]
[3.71414052 4.07353796]
[3.61899269 3.96127522]
[3.52236014 3.86845932]
[3.43536332 3.76706793]
[3.35114254 3.67102942]
[3.26991214 3.58180683]
[3.19073569 3.50128106]
[3.11306084 3.43128605]
[3.03892198 3.35939199]
[2.96818882 3.29276446]
[2.89896436 3.2356351 ]
[2.8335189  3.17147326]
[2.76971348 3.11880666]
[2.7089997  3.06570147]
[2.65116747 3.01143075]
[2.5936656  2.96694318]
[2.5384946  2.93191357]
[2.48635993 2.88521062]
[2.43699122 2.84122236]
[2.39062768 2.79023872]
[2.34318739 2.758184  ]
[2.29633264 2.73264363]
[2.25199547 2.69954604]
[2.21091929 2.65735053]
[2.17209494 2.61813124]
[2.13348168 2.58418032]
[2.09499902 2.55945865]
[2.05854571 2.53072974]
[2.02279084 2.5041167 ]
[1.98927399 2.47416164]
[1.95630218 2.44443017]
[1.92406291 2.42130315]
[1.8913618  2.40382994]
[1.86196005 2.3738945 ]
[1.83352236 2.34947676]
[1.80599125 2.32964615]
[1.77743951 2.31981893]
[1.75069428 2.29472285]
[1.72437241 2.2762864 ]
[1.69876718 2.25932891]
[1.67433976 2.24292116]
[1.65073998 2.22380122]
[1.62740875 2.20334793]
[1.60440809 2.18460884]
[1.58310596 2.16533902]
[1.56149652 2.15071177]
[1.54044046 2.13238933]
[1.51982571 2.12344815]
