[4.00993267 4.49474483]
[3.91634759 4.33071044]
[3.82456171 4.17808718]
[3.72349068 4.06380045]
[3.62408313 3.9615673 ]
[3.5325824  3.85469376]
[3.44059099 3.7655359 ]
[3.35324246 3.67954147]
[3.26846972 3.60184004]
[3.18656466 3.52860463]
[3.10640104 3.45961224]
[3.0309823  3.39320791]
[2.96232782 3.31708984]
[2.89610779 3.24883582]
[2.83184726 3.18403246]
[2.77017441 3.12324349]
[2.70956339 3.07016003]
[2.65053916 3.01948916]
[2.59507832 2.96572594]
[2.53960314 2.92499249]
[2.48529182 2.89024135]
[2.43330339 2.85685124]
[2.38498728 2.81541582]
[2.33876732 2.77079992]
[2.29418162 2.72915792]
[2.24979088 2.69932549]
[2.20783966 2.6646839 ]
[2.16767267 2.63149458]
[2.12771569 2.60525582]
[2.08983733 2.57222616]
[2.05364451 2.54098233]
[2.01741786 2.52141382]
[1.9853701  2.47970538]
[1.95170874 2.45772375]
[1.91968141 2.43021422]
[1.88900394 2.40091996]
[1.85823248 2.37932687]
[1.82926219 2.35185865]
[1.80051238 2.33004439]
[1.77347359 2.30399879]
[1.74631199 2.28357569]
[1.72079896 2.26206324]
[1.69568646 2.24680074]
[1.67118298 2.22802544]
[1.64683836 2.21304176]
[1.62476315 2.1893277 ]
[1.60270005 2.17470529]
[1.58122339 2.15847566]
[1.55946738 2.14741643]
[1.53972091 2.12745765]
[1.51993599 2.10413361]
