[0.28154017 0.71845983]
[0.31565195 0.68434805]
[0.33575751 0.66424249]
[0.34308303 0.65691697]
[0.34813089 0.65186911]
[0.35409804 0.64590196]
[0.35606365 0.64393635]
[0.35282321 0.64717679]
[0.35570126 0.64429874]
[0.35845639 0.64154361]
[0.35763684 0.64236316]
[0.34968528 0.65031472]
[0.3503877 0.6496123]
[0.3469701 0.6530299]
[0.34424251 0.65575749]
[0.34015243 0.65984757]
[0.33676083 0.66323917]
[0.32671347 0.67328653]
[0.32079392 0.67920608]
[0.32080674 0.67919326]
[0.31757174 0.68242826]
[0.3114096 0.6885904]
[0.30986941 0.69013059]
[0.30644486 0.69355514]
[0.30526675 0.69473325]
[0.30156731 0.69843269]
[0.30073177 0.69926823]
[0.29779823 0.70220177]
[0.29462477 0.70537523]
[0.29350448 0.70649552]
[0.28658115 0.71341885]
[0.28225475 0.71774525]
[0.27736594 0.72263406]
[0.27574841 0.72425159]
[0.27336243 0.72663757]
[0.27080804 0.72919196]
[0.26612904 0.73387096]
[0.2671622 0.7328378]
[0.26322923 0.73677077]
[0.26352349 0.73647651]
[0.26127482 0.73872518]
[0.25934777 0.74065223]
[0.25717863 0.74282137]
[0.25515623 0.74484377]
[0.25054764 0.74945236]
[0.24925249 0.75074751]
[0.24288657 0.75711343]
[0.23995301 0.76004699]
[0.24287747 0.75712253]
[0.2389603 0.7610397]
[0.23275239 0.76724761]
