[4.01548966 4.50136701]
[3.92448281 4.33180614]
[3.82337056 4.19879443]
[3.72405505 4.07844915]
[3.63114846 3.95922934]
[3.53712159 3.85901915]
[3.44777845 3.76345917]
[3.36201715 3.67038881]
[3.2783124  3.58752375]
[3.19446628 3.52052278]
[3.11891484 3.44380377]
[3.04147859 3.3839664 ]
[2.97021679 3.31690927]
[2.90092557 3.25599665]
[2.8345723  3.19857655]
[2.77310689 3.1332227 ]
[2.711463   3.07865847]
[2.65188986 3.0313196 ]
[2.59477045 2.98482445]
[2.54089314 2.94019423]
[2.4882382  2.89727679]
[2.43887373 2.84932546]
[2.39141663 2.80378625]
[2.34482346 2.7625943 ]
[2.29919374 2.72768153]
[2.25716077 2.68444497]
[2.21476807 2.64959748]
[2.1733062  2.62274187]
[2.13347998 2.59656824]
[2.09378188 2.58171539]
[2.05794974 2.54840219]
[2.02188081 2.52579881]
[1.98652927 2.50208282]
[1.95438263 2.46516039]
[1.92212845 2.43745317]
[1.89095918 2.40963547]
[1.86150547 2.38208001]
[1.83260366 2.35998158]
[1.8051588  2.33180606]
[1.77688463 2.32016532]
[1.75047523 2.3021384 ]
[1.72434702 2.28141815]
[1.69858024 2.26389328]
[1.67415414 2.23695706]
[1.65007533 2.21030998]
[1.6268073  2.19301757]
[1.60430633 2.18141124]
[1.58287462 2.16620736]
[1.56126944 2.15262481]
[1.54088531 2.13885984]
[1.52009432 2.12753587]
