[0.28234126 0.71765874]
[0.321387 0.678613]
[0.33796888 0.66203112]
[0.35230053 0.64769947]
[0.36139413 0.63860587]
[0.35413386 0.64586614]
[0.35766809 0.64233191]
[0.36602548 0.63397452]
[0.35572772 0.64427228]
[0.35256352 0.64743648]
[0.35225783 0.64774217]
[0.34626168 0.65373832]
[0.34358028 0.65641972]
[0.34619613 0.65380387]
[0.34378944 0.65621056]
[0.34060304 0.65939696]
[0.33046159 0.66953841]
[0.32565524 0.67434476]
[0.31937804 0.68062196]
[0.31367166 0.68632834]
[0.31277449 0.68722551]
[0.31327625 0.68672375]
[0.30954163 0.69045837]
[0.30661999 0.69338001]
[0.29917135 0.70082865]
[0.29691778 0.70308222]
[0.2905667 0.7094333]
[0.2916865 0.7083135]
[0.2903435 0.7096565]
[0.2860182 0.7139818]
[0.28519926 0.71480074]
[0.2821989 0.7178011]
[0.27807281 0.72192719]
[0.27739347 0.72260653]
[0.27368559 0.72631441]
[0.26872934 0.73127066]
[0.26883289 0.73116711]
[0.26932923 0.73067077]
[0.26679125 0.73320875]
[0.26230831 0.73769169]
[0.25983779 0.74016221]
[0.25821267 0.74178733]
[0.25443839 0.74556161]
[0.24852155 0.75147845]
[0.24668493 0.75331507]
[0.24273236 0.75726764]
[0.24014209 0.75985791]
[0.23830606 0.76169394]
[0.23566179 0.76433821]
[0.23450566 0.76549434]
[0.23312557 0.76687443]
