[0.27497844 0.72502156]
[0.31100508 0.68899492]
[0.33247628 0.66752372]
[0.34185952 0.65814048]
[0.34883963 0.65116037]
[0.35187532 0.64812468]
[0.35424251 0.64575749]
[0.3500458 0.6499542]
[0.35019501 0.64980499]
[0.35369305 0.64630695]
[0.35202589 0.64797411]
[0.34739683 0.65260317]
[0.34722872 0.65277128]
[0.34395331 0.65604669]
[0.34580455 0.65419545]
[0.34260525 0.65739475]
[0.33252434 0.66747566]
[0.32920272 0.67079728]
[0.32936815 0.67063185]
[0.32878426 0.67121574]
[0.32502688 0.67497312]
[0.31627393 0.68372607]
[0.31080148 0.68919852]
[0.31011193 0.68988807]
[0.30526903 0.69473097]
[0.30305386 0.69694614]
[0.3006938 0.6993062]
[0.29334378 0.70665622]
[0.29165489 0.70834511]
[0.28934736 0.71065264]
[0.28305813 0.71694187]
[0.27916806 0.72083194]
[0.2737784 0.7262216]
[0.27118241 0.72881759]
[0.2703835 0.7296165]
[0.2679362 0.7320638]
[0.26354579 0.73645421]
[0.26321722 0.73678278]
[0.25803206 0.74196794]
[0.25580505 0.74419495]
[0.25144121 0.74855879]
[0.25276313 0.74723687]
[0.24994352 0.75005648]
[0.24831938 0.75168062]
[0.24691406 0.75308594]
[0.2469874 0.7530126]
[0.24538897 0.75461103]
[0.24072979 0.75927021]
[0.23715207 0.76284793]
[0.23666462 0.76333538]
[0.23379267 0.76620733]
