[4.00538641 4.50041668]
[3.91379072 4.33103646]
[3.81417013 4.1963257 ]
[3.71896073 4.06792281]
[3.62680694 3.94842255]
[3.53624286 3.83866195]
[3.44449884 3.74785136]
[3.3568733  3.66293146]
[3.27316424 3.58027336]
[3.1918396  3.50334637]
[3.1155124  3.42794161]
[3.04048407 3.36365378]
[2.96936934 3.29995839]
[2.89825361 3.2479035 ]
[2.83252813 3.18866717]
[2.76804345 3.13445799]
[2.70843604 3.07623147]
[2.64982869 3.02515758]
[2.59430478 2.97311639]
[2.53979484 2.93205814]
[2.48858759 2.88420716]
[2.43858805 2.84206323]
[2.39014887 2.80111441]
[2.34347202 2.76156564]
[2.29807172 2.7268106 ]
[2.25401105 2.68959021]
[2.21124614 2.66157917]
[2.17063427 2.62899154]
[2.1320963  2.59440876]
[2.09455573 2.56260433]
[2.05716491 2.53583536]
[2.02233469 2.50433533]
[1.98862271 2.47525448]
[1.95511803 2.44925841]
[1.92328336 2.42214023]
[1.89252381 2.39735714]
[1.86222906 2.37741041]
[1.83212936 2.35649941]
[1.80292221 2.34168386]
[1.7739588  2.32909871]
[1.74671497 2.31101469]
[1.72154197 2.28014708]
[1.69603989 2.26492579]
[1.67191464 2.24668084]
[1.6480478 2.2224408]
[1.62565234 2.20091311]
[1.60328981 2.18884051]
[1.58192575 2.17133117]
[1.56033404 2.15537161]
[1.53953797 2.14021992]
[1.51887485 2.12364436]
