[0.28525996 0.71474004]
[0.31911832 0.68088168]
[0.34479396 0.65520604]
[0.35009915 0.64990085]
[0.35022762 0.64977238]
[0.356509 0.643491]
[0.35436862 0.64563138]
[0.35372419 0.64627581]
[0.35066653 0.64933347]
[0.34579162 0.65420838]
[0.34009332 0.65990668]
[0.33573886 0.66426114]
[0.33925015 0.66074985]
[0.34029386 0.65970614]
[0.34003992 0.65996008]
[0.33955574 0.66044426]
[0.33596195 0.66403805]
[0.33156255 0.66843745]
[0.33026106 0.66973894]
[0.323752 0.676248]
[0.3151772 0.6848228]
[0.30711887 0.69288113]
[0.30442442 0.69557558]
[0.3033002 0.6966998]
[0.30201154 0.69798846]
[0.29601426 0.70398574]
[0.29264487 0.70735513]
[0.28995801 0.71004199]
[0.28440264 0.71559736]
[0.28224122 0.71775878]
[0.28019791 0.71980209]
[0.27351466 0.72648534]
[0.2772305 0.7227695]
[0.27239747 0.72760253]
[0.27020049 0.72979951]
[0.26955504 0.73044496]
[0.26584896 0.73415104]
[0.26516869 0.73483131]
[0.26229555 0.73770445]
[0.2618832 0.7381168]
[0.25917312 0.74082688]
[0.25766541 0.74233459]
[0.25390137 0.74609863]
[0.25158109 0.74841891]
[0.24793419 0.75206581]
[0.2486257 0.7513743]
[0.24586499 0.75413501]
[0.2437352 0.7562648]
[0.23974928 0.76025072]
[0.23982944 0.76017056]
[0.24108096 0.75891904]
