252,748
312,688
337,663
363,637
354,646
357,643
351,649
379,621
354,646
337,663
346,654
377,623
346,654
359,641
316,684
304,696
350,650
331,669
332,668
313,687
350,650
315,685
322,678
291,709
319,681
292,708
294,706
275,725
307,693
251,749
297,703
260,740
270,730
285,715
259,741
290,710
282,718
286,714
290,710
247,753
244,756
253,747
260,740
234,766
258,742
228,772
254,746
271,729
242,758
252,748
234,766
