[0.28255011 0.71744989]
[0.31938496 0.68061504]
[0.33878498 0.66121502]
[0.35183059 0.64816941]
[0.35889397 0.64110603]
[0.36471104 0.63528896]
[0.3658845 0.6341155]
[0.36365115 0.63634885]
[0.36280205 0.63719795]
[0.36188565 0.63811435]
[0.3551152 0.6448848]
[0.34779925 0.65220075]
[0.34811271 0.65188729]
[0.34103496 0.65896504]
[0.33806187 0.66193813]
[0.3337506 0.6662494]
[0.32924858 0.67075142]
[0.32430805 0.67569195]
[0.31833389 0.68166611]
[0.31235589 0.68764411]
[0.31046953 0.68953047]
[0.31048385 0.68951615]
[0.30448571 0.69551429]
[0.30361213 0.69638787]
[0.29945555 0.70054445]
[0.29816241 0.70183759]
[0.29516725 0.70483275]
[0.28781078 0.71218922]
[0.28692558 0.71307442]
[0.2837357 0.7162643]
[0.28840574 0.71159426]
[0.28291633 0.71708367]
[0.27901027 0.72098973]
[0.27421906 0.72578094]
[0.27079579 0.72920421]
[0.26786865 0.73213135]
[0.26319025 0.73680975]
[0.26048525 0.73951475]
[0.25983277 0.74016723]
[0.2555137 0.7444863]
[0.25436031 0.74563969]
[0.2525981 0.7474019]
[0.25167256 0.74832744]
[0.25119405 0.74880595]
[0.24652892 0.75347108]
[0.24453839 0.75546161]
[0.23988816 0.76011184]
[0.24050555 0.75949445]
[0.23741647 0.76258353]
[0.23533434 0.76466566]
[0.23584567 0.76415433]
