[0.27713774 0.72286226]
[0.31441638 0.68558362]
[0.33832827 0.66167173]
[0.34875163 0.65124837]
[0.35632431 0.64367569]
[0.35788461 0.64211539]
[0.35348428 0.64651572]
[0.34825859 0.65174141]
[0.35026354 0.64973646]
[0.34882415 0.65117585]
[0.34612013 0.65387987]
[0.34078947 0.65921053]
[0.33734617 0.66265383]
[0.33044607 0.66955393]
[0.33474424 0.66525576]
[0.32819496 0.67180504]
[0.32557819 0.67442181]
[0.32283244 0.67716756]
[0.31741495 0.68258505]
[0.31309569 0.68690431]
[0.31320064 0.68679936]
[0.31169553 0.68830447]
[0.30389775 0.69610225]
[0.29965285 0.70034715]
[0.29826353 0.70173647]
[0.30075998 0.69924002]
[0.29760621 0.70239379]
[0.29633389 0.70366611]
[0.29261856 0.70738144]
[0.28736703 0.71263297]
[0.28519626 0.71480374]
[0.28233584 0.71766416]
[0.27702147 0.72297853]
[0.27350314 0.72649686]
[0.27293501 0.72706499]
[0.27181488 0.72818512]
[0.26546652 0.73453348]
[0.26349436 0.73650564]
[0.26186653 0.73813347]
[0.25856725 0.74143275]
[0.25622264 0.74377736]
[0.25705546 0.74294454]
[0.25053018 0.74946982]
[0.24652474 0.75347526]
[0.24533785 0.75466215]
[0.2433979 0.7566021]
[0.24188632 0.75811368]
[0.24191221 0.75808779]
[0.24016796 0.75983204]
[0.23928701 0.76071299]
[0.23774566 0.76225434]
