[3.99674571 4.50060055]
[3.90305223 4.33702152]
[3.80472707 4.19956801]
[3.70602819 4.07831664]
[3.61300078 3.96096139]
[3.5215015  3.85500425]
[3.43485702 3.75293797]
[3.3465732  3.67085785]
[3.26231826 3.59154381]
[3.184181   3.51021766]
[3.10478513 3.44219311]
[3.03125967 3.37142316]
[2.95938429 3.31015154]
[2.89164959 3.24440494]
[2.82587767 3.18849152]
[2.76418305 3.12687556]
[2.70398937 3.072787  ]
[2.6478066  3.01118971]
[2.59002126 2.96768197]
[2.53436444 2.92874843]
[2.48329731 2.88285246]
[2.43442954 2.83240506]
[2.38620919 2.79087166]
[2.33848796 2.75868813]
[2.29352519 2.72460563]
[2.24995068 2.69321622]
[2.20763854 2.65443337]
[2.16757569 2.62396054]
[2.12948027 2.58946724]
[2.09107358 2.56336505]
[2.05507276 2.531655  ]
[2.01986221 2.50513226]
[1.98568377 2.47503831]
[1.95325715 2.44486044]
[1.92136641 2.42446616]
[1.8897993  2.39961055]
[1.85922301 2.38625317]
[1.82983173 2.36705193]
[1.80159247 2.34176227]
[1.77500512 2.31387711]
[1.74912249 2.29071658]
[1.72232189 2.2828642 ]
[1.69785573 2.26423499]
[1.67443745 2.23654831]
[1.65073955 2.21855753]
[1.62758555 2.20191629]
[1.60501858 2.17699957]
[1.58382804 2.16139809]
[1.56207634 2.15298427]
[1.54180198 2.13326755]
[1.52175658 2.12057477]
