[4.00018561 4.49118596]
[3.90594396 4.32908987]
[3.81027444 4.18704243]
[3.71269653 4.06411826]
[3.62368778 3.93850581]
[3.52704238 3.8491203 ]
[3.43631784 3.75655445]
[3.34804645 3.67095815]
[3.26251579 3.59353696]
[3.18532296 3.50703224]
[3.10666527 3.43845133]
[3.03218771 3.37182221]
[2.95974123 3.3120866 ]
[2.89384717 3.23936697]
[2.82703161 3.1851272 ]
[2.76152851 3.13818801]
[2.70255386 3.07922597]
[2.64610497 3.02067371]
[2.58912862 2.97376407]
[2.53598382 2.92661912]
[2.48338406 2.88277009]
[2.43342938 2.84063231]
[2.38470825 2.80202855]
[2.33798161 2.76334349]
[2.29345499 2.72537511]
[2.24901125 2.69310885]
[2.20770099 2.65553646]
[2.16751132 2.62352022]
[2.12825267 2.59210492]
[2.08920462 2.57022974]
[2.05332375 2.53870123]
[2.01791504 2.50795409]
[1.98334132 2.48376163]
[1.9504355 2.4595245]
[1.91792959 2.43275879]
[1.88716212 2.412768  ]
[1.85702934 2.38987406]
[1.82818597 2.35802859]
[1.80042819 2.33211746]
[1.77320327 2.31206354]
[1.74683697 2.28765426]
[1.72104672 2.26827696]
[1.69563941 2.25494989]
[1.67119309 2.23338071]
[1.64756486 2.21921467]
[1.62457392 2.19886858]
[1.60208863 2.18821572]
[1.58005251 2.17269314]
[1.55805591 2.15800126]
[1.53705302 2.14999672]
[1.51751392 2.12636184]
