[0.27588905 0.72411095]
[0.31549453 0.68450547]
[0.33331056 0.66668944]
[0.34909703 0.65090297]
[0.354411 0.645589]
[0.36101887 0.63898113]
[0.36206157 0.63793843]
[0.36183566 0.63816434]
[0.35874742 0.64125258]
[0.35447252 0.64552748]
[0.35811205 0.64188795]
[0.35081021 0.64918979]
[0.34696413 0.65303587]
[0.339045 0.660955]
[0.33449091 0.66550909]
[0.33297645 0.66702355]
[0.32479445 0.67520555]
[0.32796581 0.67203419]
[0.32236317 0.67763683]
[0.32227794 0.67772206]
[0.31954066 0.68045934]
[0.31012391 0.68987609]
[0.30825885 0.69174115]
[0.30515708 0.69484292]
[0.30271814 0.69728186]
[0.29681064 0.70318936]
[0.2939184 0.7060816]
[0.29439377 0.70560623]
[0.28927036 0.71072964]
[0.28360518 0.71639482]
[0.28247391 0.71752609]
[0.27997958 0.72002042]
[0.27715472 0.72284528]
[0.27571341 0.72428659]
[0.2769089 0.7230911]
[0.27466278 0.72533722]
[0.27288999 0.72711001]
[0.26690778 0.73309222]
[0.26299424 0.73700576]
[0.2610353 0.7389647]
[0.25963972 0.74036028]
[0.25332653 0.74667347]
[0.25311665 0.74688335]
[0.250482 0.749518]
[0.24971861 0.75028139]
[0.24519934 0.75480066]
[0.24073606 0.75926394]
[0.23415832 0.76584168]
[0.23422281 0.76577719]
[0.23063933 0.76936067]
[0.23101397 0.76898603]
