[3.99487554 4.50862614]
[3.90278733 4.34118517]
[3.80722568 4.19740354]
[3.70974258 4.07441594]
[3.61809808 3.95397526]
[3.5242285  3.85546238]
[3.43291211 3.76373015]
[3.34832867 3.67117048]
[3.26569789 3.58774118]
[3.18319688 3.51621202]
[3.10733513 3.43774816]
[3.03587745 3.36224229]
[2.96348827 3.30059203]
[2.89601865 3.23853929]
[2.82843393 3.18406546]
[2.76454211 3.1297477 ]
[2.7018566  3.08558031]
[2.64405376 3.03128967]
[2.5883704  2.98031316]
[2.53420506 2.93353609]
[2.48387462 2.88109349]
[2.4334249  2.84006428]
[2.38533851 2.79932632]
[2.33958826 2.75805162]
[2.29405702 2.72380375]
[2.25086811 2.68725938]
[2.20849614 2.65240902]
[2.16848876 2.6186734 ]
[2.12955068 2.59168361]
[2.09237945 2.55598919]
[2.05486854 2.5308153 ]
[2.01912125 2.50321129]
[1.9854902  2.47273014]
[1.95177327 2.44910987]
[1.91978364 2.42125208]
[1.88994229 2.3888982 ]
[1.86018606 2.3646388 ]
[1.8306593  2.34829161]
[1.80294804 2.32814033]
[1.77501191 2.31041426]
[1.74915614 2.28605953]
[1.72372466 2.25793897]
[1.69832075 2.24517257]
[1.67404821 2.23034634]
[1.65069156 2.20812609]
[1.62843152 2.19154197]
[1.60534335 2.17779432]
[1.58357057 2.16641929]
[1.56314395 2.14802409]
[1.54135987 2.13817686]
[1.52118381 2.12687985]
