[0.4987533 0.5012467]
[0.49875317 0.50124683]
[0.49875304 0.50124696]
[0.49875291 0.50124709]
[0.49875276 0.50124724]
[0.49875262 0.50124738]
[0.49875249 0.50124751]
[0.49875237 0.50124763]
[0.49875226 0.50124774]
[0.4987521 0.5012479]
[0.49875198 0.50124802]
[0.49875184 0.50124816]
[0.49875172 0.50124828]
[0.4987516 0.5012484]
[0.49875147 0.50124853]
[0.49875136 0.50124864]
[0.49875124 0.50124876]
[0.49875112 0.50124888]
[0.49875099 0.50124901]
[0.49875087 0.50124913]
[0.49875074 0.50124926]
[0.49875061 0.50124939]
[0.49875048 0.50124952]
[0.49875036 0.50124964]
[0.49875024 0.50124976]
[0.49875012 0.50124988]
[0.49874999 0.50125001]
[0.49874986 0.50125014]
[0.49874974 0.50125026]
[0.49874963 0.50125037]
[0.49874951 0.50125049]
[0.49874939 0.50125061]
[0.49874926 0.50125074]
[0.49874913 0.50125087]
[0.49874899 0.50125101]
[0.49874888 0.50125112]
[0.49874874 0.50125126]
[0.49874861 0.50125139]
[0.49874846 0.50125154]
[0.49874834 0.50125166]
[0.49874823 0.50125177]
[0.49874812 0.50125188]
[0.498748 0.501252]
[0.49874787 0.50125213]
[0.49874773 0.50125227]
[0.49874762 0.50125238]
[0.49874749 0.50125251]
[0.49874735 0.50125265]
[0.49874722 0.50125278]
[0.49874711 0.50125289]
[0.49874701 0.50125299]
