[0.49875055 0.50124945]
[0.49874922 0.50125078]
[0.4987479 0.5012521]
[0.49874665 0.50125335]
[0.4987454 0.5012546]
[0.49874421 0.50125579]
[0.49874305 0.50125695]
[0.49874155 0.50125845]
[0.4987403 0.5012597]
[0.49873921 0.50126079]
[0.49873794 0.50126206]
[0.49873672 0.50126328]
[0.49873533 0.50126467]
[0.498734 0.501266]
[0.49873287 0.50126713]
[0.49873151 0.50126849]
[0.49873036 0.50126964]
[0.49872914 0.50127086]
[0.49872779 0.50127221]
[0.49872678 0.50127322]
[0.49872557 0.50127443]
[0.49872452 0.50127548]
[0.49872318 0.50127682]
[0.49872194 0.50127806]
[0.4987206 0.5012794]
[0.4987194 0.5012806]
[0.49871819 0.50128181]
[0.49871674 0.50128326]
[0.49871547 0.50128453]
[0.49871434 0.50128566]
[0.49871313 0.50128687]
[0.4987117 0.5012883]
[0.49871065 0.50128935]
[0.49870964 0.50129036]
[0.49870854 0.50129146]
[0.49870721 0.50129279]
[0.49870616 0.50129384]
[0.49870501 0.50129499]
[0.49870416 0.50129584]
[0.4987029 0.5012971]
[0.49870166 0.50129834]
[0.49870029 0.50129971]
[0.49869902 0.50130098]
[0.49869767 0.50130233]
[0.49869638 0.50130362]
[0.49869533 0.50130467]
[0.49869394 0.50130606]
[0.4986929 0.5013071]
[0.49869174 0.50130826]
[0.49869065 0.50130935]
[0.49868956 0.50131044]
