[0.49874264 0.50125736]
[0.49873968 0.50126032]
[0.49873713 0.50126287]
[0.49873441 0.50126559]
[0.49873171 0.50126829]
[0.49872906 0.50127094]
[0.49872606 0.50127394]
[0.49872333 0.50127667]
[0.49872107 0.50127893]
[0.49871875 0.50128125]
[0.49871579 0.50128421]
[0.49871335 0.50128665]
[0.49871064 0.50128936]
[0.49870785 0.50129215]
[0.49870532 0.50129468]
[0.49870321 0.50129679]
[0.49870084 0.50129916]
[0.49869819 0.50130181]
[0.49869578 0.50130422]
[0.49869302 0.50130698]
[0.49869055 0.50130945]
[0.49868814 0.50131186]
[0.4986852 0.5013148]
[0.49868235 0.50131765]
[0.4986799 0.5013201]
[0.49867733 0.50132267]
[0.49867469 0.50132531]
[0.49867207 0.50132793]
[0.49866931 0.50133069]
[0.49866708 0.50133292]
[0.49866394 0.50133606]
[0.49866178 0.50133822]
[0.49865887 0.50134113]
[0.49865611 0.50134389]
[0.49865328 0.50134672]
[0.49865045 0.50134955]
[0.49864777 0.50135223]
[0.49864538 0.50135462]
[0.49864294 0.50135706]
[0.49864026 0.50135974]
[0.49863751 0.50136249]
[0.49863475 0.50136525]
[0.49863213 0.50136787]
[0.49862942 0.50137058]
[0.49862681 0.50137319]
[0.49862395 0.50137605]
[0.49862174 0.50137826]
[0.49861923 0.50138077]
[0.49861695 0.50138305]
[0.49861421 0.50138579]
[0.49861165 0.50138835]
