[0.49875085 0.50124915]
[0.49875015 0.50124985]
[0.49874941 0.50125059]
[0.49874877 0.50125123]
[0.49874798 0.50125202]
[0.49874732 0.50125268]
[0.49874655 0.50125345]
[0.49874577 0.50125423]
[0.49874504 0.50125496]
[0.49874442 0.50125558]
[0.49874367 0.50125633]
[0.49874289 0.50125711]
[0.49874211 0.50125789]
[0.49874149 0.50125851]
[0.49874065 0.50125935]
[0.4987399 0.5012601]
[0.49873903 0.50126097]
[0.49873832 0.50126168]
[0.49873751 0.50126249]
[0.49873699 0.50126301]
[0.4987364 0.5012636]
[0.49873584 0.50126416]
[0.49873523 0.50126477]
[0.49873454 0.50126546]
[0.4987337 0.5012663]
[0.49873297 0.50126703]
[0.49873218 0.50126782]
[0.4987315 0.5012685]
[0.49873069 0.50126931]
[0.49872986 0.50127014]
[0.49872909 0.50127091]
[0.49872828 0.50127172]
[0.49872756 0.50127244]
[0.49872668 0.50127332]
[0.49872593 0.50127407]
[0.49872522 0.50127478]
[0.49872442 0.50127558]
[0.49872368 0.50127632]
[0.49872301 0.50127699]
[0.49872238 0.50127762]
[0.49872159 0.50127841]
[0.49872083 0.50127917]
[0.49872002 0.50127998]
[0.49871929 0.50128071]
[0.49871853 0.50128147]
[0.49871782 0.50128218]
[0.49871723 0.50128277]
[0.49871646 0.50128354]
[0.49871575 0.50128425]
[0.49871498 0.50128502]
[0.49871424 0.50128576]
