[0.49876599 0.50123401]
[0.49876423 0.50123577]
[0.49876255 0.50123745]
[0.49876061 0.50123939]
[0.49875892 0.50124108]
[0.49875719 0.50124281]
[0.49875551 0.50124449]
[0.49875404 0.50124596]
[0.49875253 0.50124747]
[0.49875106 0.50124894]
[0.49874928 0.50125072]
[0.49874752 0.50125248]
[0.49874604 0.50125396]
[0.49874458 0.50125542]
[0.49874287 0.50125713]
[0.49874123 0.50125877]
[0.49873978 0.50126022]
[0.49873843 0.50126157]
[0.49873701 0.50126299]
[0.49873527 0.50126473]
[0.49873382 0.50126618]
[0.49873222 0.50126778]
[0.49873061 0.50126939]
[0.49872902 0.50127098]
[0.49872737 0.50127263]
[0.49872569 0.50127431]
[0.49872413 0.50127587]
[0.49872264 0.50127736]
[0.49872098 0.50127902]
[0.49871945 0.50128055]
[0.49871785 0.50128215]
[0.49871676 0.50128324]
[0.4987154 0.5012846]
[0.49871369 0.50128631]
[0.49871225 0.50128775]
[0.49871098 0.50128902]
[0.49870942 0.50129058]
[0.49870788 0.50129212]
[0.49870627 0.50129373]
[0.49870487 0.50129513]
[0.49870322 0.50129678]
[0.49870169 0.50129831]
[0.49870017 0.50129983]
[0.49869869 0.50130131]
[0.49869718 0.50130282]
[0.49869565 0.50130435]
[0.49869406 0.50130594]
[0.49869248 0.50130752]
[0.49869071 0.50130929]
[0.49868916 0.50131084]
[0.4986877 0.5013123]
